1	168.5	0.000	0	0
5001	54441635.5	12502500.000	12502500	12502500
10001	243511825.0	50005000.000	50005000	50005000
15001	570868831.5	112507500.000	112507500	112507500
20001	1038962334.5	200010000.000	200010000	200010000
25001	1658359000.0	312512500.000	312512500	312512500
30001	2413895318.0	450015000.000	450015000	450015000
35001	3320108596.0	612517500.000	612517500	612517500
40001	4372169305.0	800020000.000	800020000	800020000
45001	5595830036.0	1012522500.000	1012522500	1012522500
50001	6943186699.5	1250025000.000	1250025000	1250025000
55001	8437710821.5	1512527500.000	1512527500	1512527500
60001	10083745112.5	1800030000.000	1800030000	1800030000
65001	11829814235.5	2112532500.000	2112532500	2112532500
70001	13801228080.5	-1844932296.000	0	-1844932296
75001	15873074622.0	-1482429796.000	0	-1482429796
80001	18017431847.5	-1094927296.000	0	-1094927296
85001	20455655368.5	-682424796.000	0	-682424796
90001	22901626374.0	-244922296.000	0	-244922296
95001	25560821409.0	217580204.000	217580204	217580204
